Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
Reds,1.0,190.379770655,26476.9055258,Foreign_Affairs,63.4599235515,No,417.222461736,Yes,Female,After_16:00,0.910015224013,0.843402914936,9.08502839971,7.4850147753,1.88510585576,8.955651992,3360.0,66.081288876,361.480877977,4895.18637331,46634.8082961,Maybe,174074.582577,19.0126504722,165.806376337,93.7459942885,4100.62182072,40.0,Below_30,4.0,598.001910449,10.0,Car,Hightech,461.893748192,1.0,Yes
Reds,2.0,131.279383252,20879.4011512,Foreign_Affairs,43.7597944172,No,477.136637164,Yes,Female,After_16:00,0.471604835941,0.668860732811,2.22789694322,5.01874165842,5.91140173143,9.79660687502,9076.0,80.6297203526,399.936191407,5571.23875445,50922.7719966,Maybe,227659.370524,19.9984047215,106.857303639,36.2334302394,1968.67940186,40.0,45_and_up,3.0,642.798711032,8.0,Foot_or_bicycle,Industry_or_other,470.284950099,2.0,Yes
Pinks,3.0,637.473377652,76013.288463,Education,212.491125884,No,357.724531539,Yes,Female,After_16:00,0.893709783675,0.00641150726005,8.38032321539,2.83252686728,9.43400769262,0.414357983973,7601.0,17.2310756287,401.646256609,4380.53782861,51014.2110404,No,127966.840465,20.0411141559,181.978963907,94.6384535404,45374.9697054,100.0,45_and_up,2.0,675.540898787,11.0,Car,Industry_or_other,556.573629369,0.0,No
Oranges,9.0,373.375110982,63317.8646341,Other,124.458370327,No,508.747338307,No,Female,After_16:00,0.599727545166,0.889972500736,6.04527313961,1.20604366763,1.21441064868,3.17716164282,9714.0,58.1496552564,337.636286337,5762.74595574,45896.7309435,Maybe,258823.854234,18.3748819408,171.619769028,83.1749623176,15624.3443149,50.0,Below_30,2.0,577.293549911,7.0,Foot_or_bicycle,Student_or_Unemployed,445.092316753,1.0,No
Yellows,8.0,-126.348793017,-24630.864585,Healthcare,-42.116264339,Yes,584.830230592,No,Male,After_16:00,0.661016416736,0.799849373754,7.22092783777,8.98447409039,9.32168131461,8.40066007106,7581.0,91.2510531489,305.059308136,6458.42092219,49870.34679,Yes,342026.398614,17.465947101,275.31807119,,1741.66345753,80.0,45_and_up,3.0,670.503535578,10.0,Public_or_other,Services_or_Retail,674.934270392,0.0,Yes
Greens,8.0,800.672834646,75739.3503316,Healthcare,266.890944882,No,283.783889203,Yes,Female,After_16:00,0.355464247055,0.897386834724,5.15409027692,5.69425713504,8.60694660572,4.66735112481,4332.0,7.8697696561,515.829961672,3869.49881537,61976.8203236,No,,22.7118903148,288.732469669,18.9530686475,71507.6674049,80.0,30-45,1.0,,11.0,Public_or_other,Student_or_Unemployed,690.699881453,0.0,No
Blues,6.0,1244.54400454,204708.512017,Healthcare,414.848001514,Yes,493.454256185,Yes,Female,By_16:00,0.623339118669,0.133740700083,7.23789636279,3.93148180097,0.398588301614,6.29094651667,3972.0,61.5828364622,57.4136734753,5049.3699088,21845.9132984,Yes,243497.102947,7.5771811035,457.230454996,71.4696959127,172523.712361,80.0,45_and_up,6.0,293.715494035,11.0,Motorcycle_or_truck,Public_Sector,385.395524577,1.0,Yes
Browns,9.0,70.6164318075,12362.1530854,Financial,23.5388106025,No,525.181721974,No,Male,After_16:00,0.480058053508,0.614188340725,9.36790364329,3.34334766492,3.89670514502,5.44914711732,4877.0,17.2866957961,447.208846933,6146.2349136,55419.9416485,No,275815.841095,21.1473129956,67.7161898545,26.4314786065,587.614415183,60.0,30-45,4.0,687.944060965,6.0,Public_or_other,Public_Sector,465.875853056,0.0,No
Browns,5.0,735.767431888,81362.7819352,Social,245.255810629,No,331.746602563,Yes,Male,After_16:00,0.343713008566,0.705176377669,4.18329075677,9.09920935752,9.48353331303,0.550627356861,8541.0,27.1838234738,373.293388269,4064.05280217,44849.4101076,No,110055.808312,19.3208019572,230.504861385,75.9415259818,60405.6684581,70.0,Below_30,3.0,572.317988013,6.0,Car,Industry_or_other,406.358556629,0.0,Yes
Blues,8.0,1408.4025062,289046.497691,Environment,469.467502067,Yes,615.690109365,No,Male,By_16:00,,0.706981169991,3.68567145895,5.86537117139,2.02806746587,7.58708753157,7438.0,66.1030339776,54.6209746256,6266.14304291,20727.8231947,Yes,379074.31077,7.39060042389,520.778529669,64.2374566058,,90.0,Below_30,2.0,238.802091695,15.0,Motorcycle_or_truck,Services_or_Retail,256.148407191,0.0,No
Oranges,2.0,84.5638115301,9175.22790539,,28.1879371767,No,325.501928285,Yes,Female,After_16:00,0.797441378934,0.262552564731,2.5525343162,5.88707161369,7.41372491699,1.96707295952,3766.0,83.3604085492,456.369305294,4167.75789344,53038.4181414,Maybe,105951.505317,21.3628019065,181.203346219,58.5332221119,832.747739453,30.0,30-45,2.0,682.311718398,8.0,Foot_or_bicycle,Hightech,478.058301609,0.0,No
Pinks,6.0,178.047426031,41102.7079721,Environment,59.3491420102,No,692.557745234,No,Male,After_16:00,0.865399246337,0.0722677286249,7.79202505713,0.548994517885,3.49825446494,9.05436531641,9389.0,22.161882231,674.965002887,8275.50745811,77592.2131461,No,479636.230483,25.980088585,260.550699947,28.386150836,3591.66979936,90.0,Below_30,3.0,933.714086821,8.0,Foot_or_bicycle,Industry_or_other,513.979619399,1.0,No
Purples,9.0,885.821824408,111687.590289,Environment,295.273941469,No,378.2507516,Yes,Male,By_16:00,0.525394554017,0.873570806114,6.6383988387,3.9689533459,7.07309464924,2.17256576987,5041.0,20.2839689795,457.083747142,4696.67501029,53833.5231958,No,143073.631086,21.3795169997,132.275202469,96.7430321267,87491.9744523,90.0,30-45,4.0,684.777852961,14.0,Public_or_other,Student_or_Unemployed,,1.0,Yes
Greens,7.0,687.766537155,62568.6215229,Social,229.255512385,No,272.920903284,Yes,Male,By_16:00,0.833732648054,,2.31263534399,5.02656328259,3.45780576579,3.27001024038,7298.0,79.0367409587,516.615791452,3762.44061574,60854.5970343,No,74485.8194492,22.7291836953,271.126988216,56.8113163812,52797.3454714,70.0,Below_30,3.0,815.848006162,13.0,Motorcycle_or_truck,Services_or_Retail,647.203407054,0.0,Yes
Reds,4.0,505.570224698,82996.9212329,Other,168.523408233,No,,Yes,Female,By_16:00,0.962026855908,0.966367147863,8.59478452243,4.16953347856,5.05860227859,6.38007387286,7332.0,85.5878500268,412.93222041,5750.81356826,53207.076589,Maybe,242551.239079,20.3207337567,88.3592316807,42.5200121477,28578.6625306,50.0,30-45,0.0,677.412086155,9.0,Public_or_other,Hightech,513.047193023,0.0,No
Purples,1.0,32.9650579178,,Education,10.9883526393,No,479.657661491,Yes,Female,After_16:00,0.0548706240952,0.156807849649,1.90599182621,0.807037837803,4.47908370523,3.32632184494,5587.0,97.2126074135,404.01744738,5604.61150967,51045.0398481,No,230071.472227,20.1001852573,106.128783107,50.4090542439,141.732246364,100.0,45_and_up,2.0,641.352421234,14.0,Public_or_other,Hightech,459.541904886,0.0,Yes
Purples,5.0,120.213534365,12903.7394197,Education,40.0711781218,No,322.020465196,Yes,Female,After_16:00,0.866266832687,0.464192677988,6.81763775414,0.637455394026,7.22237322014,1.59300845349,5717.0,77.9225555947,420.382727753,4060.97010747,51151.2136773,No,103697.180005,20.5032370067,196.417113018,24.4837395381,1655.77049419,100.0,45_and_up,3.0,672.421448208,12.0,Foot_or_bicycle,Hightech,,1.0,No
Greys,3.0,629.823928506,101763.111142,Foreign_Affairs,209.941309502,No,484.72171286,Yes,Male,By_16:00,0.0392711695749,0.456085184123,5.32112387707,5.25211057859,7.09949268261,7.94224605663,3046.0,1.90287414007,380.588020338,5608.39316928,47779.0437276,Maybe,234955.138918,19.5086652629,159.550172635,48.6900558695,44295.2947449,40.0,45_and_up,1.0,588.647758763,6.0,Foot_or_bicycle,Industry_or_other,395.292738346,0.0,Yes
Purples,9.0,246.84936723,38077.9499966,Environment,82.2831224101,No,462.767441017,Yes,Male,After_16:00,0.827317554504,0.12524426356,2.40656437119,4.98082572827,2.37087106565,4.51396162622,8866.0,13.6864051456,376.11065185,5379.89571387,49189.3910933,No,214153.704465,19.3935724365,129.881096408,78.0085196951,6862.79535597,90.0,Below_30,3.0,628.982688332,14.0,Public_or_other,Student_or_Unemployed,488.412715131,0.0,No
Purples,5.0,390.55943649,55951.3137285,Education,130.18647883,,429.778224523,Yes,Male,After_16:00,0.82037302386,0.238789088093,3.17540988792,0.449572710786,5.02290716162,7.04851695802,7498.0,58.8138616877,,,54386.8781137,No,184709.322275,21.2831901752,89.2143955883,50.9804316098,17088.705749,100.0,Below_30,3.0,686.36575274,13.0,Foot_or_bicycle,Industry_or_other,471.422329317,0.0,No
Browns,6.0,201.821985335,21729.084497,Education,67.2739951116,No,322.993817462,Yes,Female,After_16:00,0.627064620145,0.720592960948,2.68369305413,6.8873276934,4.24409859348,6.70325705549,5644.0,70.0624638237,393.603988721,4017.14615207,46225.7908528,No,104325.006119,19.8394553534,228.583430428,83.6237969343,4603.06441338,100.0,45_and_up,1.0,587.555511992,10.0,Motorcycle_or_truck,Hightech,402.025080794,2.0,No
Browns,6.0,227.287521685,21376.3434138,Social,75.7625072282,No,,Yes,Female,,0.863813308766,0.00141432369128,6.18605938507,4.08690097276,6.53449513949,9.32020975975,6432.0,36.5984570235,369.19509068,3559.88384569,43381.1362793,No,79608.2649787,19.2144500489,275.545028925,24.3319151225,5825.72000873,70.0,45_and_up,2.0,557.207687724,7.0,Motorcycle_or_truck,Public_Sector,393.434338936,0.0,Yes
Blues,7.0,1778.95941181,448718.225184,Social,592.986470602,Yes,756.709043847,No,Male,By_16:00,0.719018454896,0.349140549079,7.3740725196,5.58858220931,2.23547450034,7.12448357837,3608.0,35.0416261936,155.367642497,7877.82572347,32891.6094824,Yes,572608.57704,12.4646557312,462.007279021,33.4277894115,352235.940788,70.0,Below_30,2.0,,12.0,Motorcycle_or_truck,Hightech,330.354101618,1.0,Yes
Browns,2.0,304.307184914,30712.6556413,Environment,101.435728305,No,302.77946592,Yes,Male,After_16:00,0.163476330927,0.352901314152,2.56506243953,5.47120566713,2.11559001356,9.53805814497,8896.0,49.0797265898,384.174645296,3796.14394979,45040.1819494,No,91675.4049826,19.6003736009,250.342786162,29.4330398086,10400.642705,90.0,45_and_up,1.0,575.142940512,9.0,Car,Hightech,398.215626306,0.0,Yes
Greys,1.0,308.64653244,39317.903668,Military,102.88217748,No,382.164380956,Yes,Female,By_16:00,0.233408064814,0.173555520829,,2.34402249334,6.09178104438,9.78898058413,4936.0,56.6474833991,483.308964397,4788.26173836,54586.9921837,Maybe,146049.614072,21.9842890355,149.329273621,27.6133453241,10697.6246205,30.0,45_and_up,0.0,678.096257264,6.0,Foot_or_bicycle,Public_Sector,409.803502423,2.0,No
Blues,5.0,,153323.25585,Environment,363.510898526,Yes,421.784481489,Yes,Female,After_16:00,0.52335915505,0.307960414328,4.52091090847,9.42898670444,3.79136117175,3.43801788054,9062.0,12.9588637035,56.9739094629,4331.79263382,22074.4022017,Yes,177902.148825,7.54810634947,452.666032704,23.1881638756,132513.684246,90.0,30-45,3.0,318.371341869,15.0,Foot_or_bicycle,Public_Sector,449.832750408,1.0,Yes
Purples,5.0,408.533041637,62269.1958867,Social,,No,457.264330227,Yes,Female,After_16:00,0.214714514557,,2.98321102513,0.498725748621,9.42000305746,2.52989858156,6030.0,90.5904039508,397.959145472,5368.56159322,,No,209090.667698,19.9489133908,120.209427107,50.7881377591,18690.5383594,70.0,45_and_up,2.0,630.375663322,10.0,Motorcycle_or_truck,Industry_or_other,452.971998749,2.0,Yes
Browns,8.0,365.552998958,60087.4441303,Environment,121.850999653,No,493.122291171,Yes,Female,After_16:00,0.243052411824,0.424753942527,8.8834482152,,9.2892711889,8.25294206385,4323.0,54.1615833296,448.297713674,5827.81833906,54509.888023,No,243169.59405,21.173042145,74.9201962077,32.5566756539,14979.517116,90.0,30-45,2.0,675.88869271,8.0,Motorcycle_or_truck,Industry_or_other,446.217042572,1.0,No
Greys,6.0,174.571998151,24228.5499432,Foreign_Affairs,58.1906660504,No,416.364884399,Yes,Female,By_16:00,0.485942966538,0.436470687855,2.67576717073,4.51825187076,7.47629225487,2.53930954961,4708.0,54.2797155678,371.626045021,4906.90093403,46555.2887298,Maybe,173359.716961,19.2776047532,171.12504709,23.9351877943,3454.34428144,40.0,45_and_up,3.0,587.991278815,8.0,Car,,423.782699712,0.0,No
Browns,2.0,240.625315153,40518.3353976,Education,80.2084383842,No,505.163000475,No,Male,After_16:00,0.802537294803,0.698080880102,1.52975718258,4.09807324642,1.39279903378,0.502015321981,7208.0,88.509399374,495.07253721,6041.77507917,59699.6085029,No,255189.657049,22.2502255541,7.14179960937,,6523.60202642,100.0,30-45,1.0,746.212768712,9.0,Motorcycle_or_truck,Industry_or_other,500.262370351,0.0,No
Greens,3.0,,8895.72249884,Healthcare,32.3372923924,No,275.091754464,Yes,Female,After_16:00,0.492239984684,0.948382105911,1.47691513179,4.46725397604,7.33398304554,1.98879313422,5060.0,47.2593588987,528.023980204,3806.96550505,62270.3651585,No,75675.4733741,22.9787723824,281.809125811,30.9019751381,1088.03777166,80.0,30-45,1.0,836.467429724,11.0,Motorcycle_or_truck,Services_or_Retail,667.473344188,0.0,No
Pinks,4.0,401.594298374,90565.8486706,Environment,133.864766125,No,676.547319302,No,Female,After_16:00,0.989264103817,0.478287959704,9.03953120345,2.57738939719,7.7059001266,4.15922873886,9307.0,71.7486721696,643.309299713,8052.09179245,74597.4397885,No,457716.275255,25.363542728,227.462405514,34.5213927329,18063.6403757,90.0,Below_30,2.0,899.489436092,10.0,Public_or_other,Public_Sector,505.712668841,1.0,No
Greens,4.0,205.731759321,19848.771975,Healthcare,68.5772531072,No,289.436672885,Yes,Female,After_16:00,0.907180629438,0.0738109340891,6.73961172812,5.64511114731,2.80112027423,3.27813044423,9105.0,84.511226858,489.852858855,3874.07244656,59061.5910648,No,83773.587611,22.1326197919,258.801524787,21.6838126536,4781.41689683,80.0,30-45,1.0,794.875129767,10.0,Foot_or_bicycle,Public_Sector,650.127779018,1.0,Yes
Oranges,10.0,299.730347796,32805.2706207,Military,99.9101159321,No,328.347838601,Yes,Male,By_16:00,0.840907165082,0.422061155085,6.61246472271,6.80693034315,9.40455667907,4.05299393926,5792.0,93.0836647283,488.089677611,4259.65774124,54730.639854,Maybe,107812.303114,22.0927516985,182.491676562,57.730977959,10091.9413815,30.0,45_and_up,1.0,691.714458686,7.0,Car,Public_Sector,439.197929952,0.0,Yes
Browns,3.0,217.251973783,23197.9989819,Education,72.4173245943,No,320.337696979,Yes,Female,By_16:00,0.187782186083,0.0929133302998,3.03422907833,8.59605142148,5.2906923485,8.52857542923,3057.0,57.7134546824,,3906.49053118,42395.3214437,No,102616.240106,18.7498474845,260.461605787,18.7917666277,5326.68622599,100.0,30-45,2.0,540.283527531,10.0,Public_or_other,Student_or_Unemployed,383.697310418,0.0,Yes
Purples,7.0,940.43523134,116289.764853,Environment,313.478410447,No,370.965785768,Yes,Female,By_16:00,0.0320165578742,0.908138403203,8.3819120354,1.57904893626,4.68582630157,4.4648201135,3402.0,47.7794257225,370.690044157,4451.037946,48537.7297733,No,137615.614211,19.2533125502,188.573445886,25.1616892405,98592.1922267,90.0,30-45,2.0,644.111267941,13.0,Public_or_other,Hightech,546.787299245,1.0,No
Oranges,1.0,297.626630586,41414.4439543,Other,99.2088768619,No,417.446959026,Yes,Male,By_16:00,0.699248040793,0.656660198234,7.00918304501,8.84856455028,5.85280070547,6.19997775182,8954.0,60.0085324375,439.629596442,5053.72878314,55202.1009392,Maybe,174261.9636,20.9673459561,119.803994427,78.7829454057,9951.61012506,50.0,30-45,2.0,718.609917927,7.0,Foot_or_bicycle,Services_or_Retail,562.397170454,0.0,Yes
Yellows,3.0,1182.30757046,42004.3216391,Social,394.102523487,Yes,106.582219437,Yes,Male,After_16:00,0.972947601695,0.505339129595,5.98134881817,1.01724413224,9.31522104191,5.50026821205,5032.0,59.2775365105,564.6523206,2195.12683557,56396.1044909,Yes,11359.7695002,23.7624140314,408.89948398,73.4211425763,155720.901542,70.0,30-45,1.0,723.454465103,13.0,Car,Student_or_Unemployed,409.218309239,3.0,No
Greys,4.0,608.293017991,78002.0717385,Foreign_Affairs,202.76433933,No,384.693245351,Yes,Female,After_16:00,0.660996538354,0.0941137212794,0.083782596048,9.62809126591,8.06690908968,0.82860043738,8849.0,89.3205309287,496.97388855,,,Maybe,147988.893019,22.2929111726,143.391137555,98.8835291471,41326.1416433,40.0,Below_30,0.0,693.154119313,9.0,Car,Public_Sector,414.816590164,0.0,Yes
Greens,5.0,401.120437025,35839.7801247,Environment,133.706812342,No,268.047525007,Yes,Male,After_16:00,0.0215394997504,0.968460252741,4.32542946422,5.68801989313,7.32619764749,3.79587319447,7035.0,83.3703205688,510.012752605,3700.50075528,60788.7550065,No,71849.4756622,22.5834619269,288.292191184,97.4962198641,18021.2184789,90.0,Below_30,0.0,821.271161867,12.0,Public_or_other,Industry_or_other,670.909864044,1.0,No
Browns,5.0,473.421440051,80139.8865714,Education,157.807146684,No,507.834329785,No,Female,After_16:00,0.83358503785,0.0208098976873,4.91228935076,7.25208650343,8.80068315659,3.81151078735,9509.0,74.2642262718,488.609387225,6055.5620723,59024.397768,No,257895.706508,22.1045105629,16.2753217447,1.41584125813,25070.9026911,100.0,30-45,3.0,736.237602865,10.0,Motorcycle_or_truck,Services_or_Retail,491.411442769,0.0,Yes
Greens,3.0,166.20737477,15881.8527386,Healthcare,,,286.663322141,Yes,Female,By_16:00,0.321687311633,,0.801962264813,4.61303796852,4.42784337094,6.48461854784,3475.0,4.28394835908,515.180215352,3896.99365211,61534.2448334,No,82175.8602607,22.6975817071,274.200334765,75.1265807077,3134.83483915,80.0,Below_30,3.0,828.123115789,14.0,Motorcycle_or_truck,Hightech,671.589179516,2.0,Yes
Whites,8.0,465.136459883,77986.464599,Financial,155.045486628,No,502.990872519,No,Female,After_16:00,0.746477286099,0.142621486681,9.227211955,3.09651436284,0.126135044266,7.4148501968,8924.0,55.7485305471,,6006.52866705,58568.1406468,No,252999.817837,22.097736783,26.6880670797,38.9179725898,24204.1484103,60.0,45_and_up,2.0,727.875846732,6.0,Foot_or_bicycle,Services_or_Retail,476.195571287,4.0,No
Browns,1.0,379.094425944,,Social,126.364808648,No,464.740039023,Yes,Male,After_16:00,0.552493136609,0.165477323113,2.81851978274,8.16663922509,8.22622945067,9.11904938752,8538.0,39.2649193993,393.364598358,5434.12958695,49765.8050055,No,215983.303871,19.8334212469,122.139829793,15.401553805,16104.4296733,70.0,Below_30,3.0,626.50337011,7.0,Car,Hightech,452.002455371,0.0,Yes
Greys,2.0,327.741701576,41123.6061669,Military,109.247233859,No,376.426978647,Yes,Female,After_16:00,0.257616392802,0.0551628037356,6.19841429638,0.819120258093,2.79131216928,8.44653229928,4251.0,75.5995359272,456.299281133,4676.86834874,52022.0702576,Maybe,141697.270253,21.3611629162,167.026863163,36.496660416,12054.2053396,30.0,30-45,2.0,646.548336319,7.0,Foot_or_bicycle,Student_or_Unemployed,396.472570869,0.0,Yes
Browns,6.0,323.034178555,34972.2898288,Healthcare,107.678059518,No,324.785661864,Yes,Male,After_16:00,0.910703620408,0.219187059207,6.11514825607,9.10987214884,6.38524336275,0.9348427644,5682.0,46.9056593953,372.705423271,3993.26746518,44576.8757948,No,105485.726152,19.3055801071,237.838150737,20.2357708244,11712.2425611,80.0,45_and_up,2.0,568.763135858,8.0,Foot_or_bicycle,Hightech,401.699377455,1.0,Yes
Greens,9.0,578.031358067,52191.9869321,Social,192.677119356,No,270.877969873,Yes,Male,By_16:00,,0.384227520088,9.91102170432,8.46839783248,9.28278959589,5.56084695505,7138.0,95.9925765172,509.47102733,3727.72175339,60459.4127455,No,73374.8745625,22.5714648911,277.564756971,76.1397456983,37327.1494426,70.0,Below_30,0.0,813.803136177,11.0,Motorcycle_or_truck,Public_Sector,656.382829185,1.0,Yes
Purples,10.0,80.1155063164,10164.0839403,Social,26.7051687721,No,380.603621235,Yes,Female,By_16:00,0.702658327529,0.960668320069,5.68264791975,9.30099256802,8.49059306085,9.95443497784,7722.0,81.1656720005,437.854582892,4681.74537813,53220.9701153,No,144859.116497,20.924975099,134.948137426,46.7478394974,749.871207919,70.0,30-45,0.0,686.963006791,10.0,Foot_or_bicycle,Services_or_Retail,509.66704013,0.0,Yes
Blues,5.0,1056.97992471,149393.179007,Social,352.326641571,Yes,424.018968138,Yes,Male,After_16:00,0.764359286055,0.56406661775,9.58263699431,4.57295239903,3.01144746365,2.19317212235,3057.0,67.7902531577,213.707685954,4667.60505329,25488.8822467,Yes,179792.085341,14.6187443357,537.503772356,69.0636612242,124496.389002,70.0,30-45,2.0,260.476747043,12.0,Public_or_other,Industry_or_other,51.4758657417,1.0,No
Browns,10.0,565.664152245,62913.7911982,Education,188.554717415,No,333.663310368,Yes,Female,After_16:00,0.328947517555,0.874298025854,7.0255360892,1.07650915626,6.59444745863,1.01828819374,4297.0,34.8344160477,353.794692946,4044.22248957,43060.1975528,No,111331.204686,18.8094309575,245.101733356,85.2668762673,35751.4361769,100.0,Below_30,3.0,549.267333838,10.0,Public_or_other,Industry_or_other,394.971558301,0.0,No
Pinks,5.0,544.665826352,127644.852623,Environment,181.555275451,No,,No,Male,After_16:00,0.875887890114,0.843864474678,4.23114330508,4.02678454295,0.10115997633,7.25542566739,5264.0,80.2726326277,635.986639933,8302.60636429,74228.4149691,No,494298.015678,25.2187755439,244.431933086,41.0352984909,33153.8733194,90.0,45_and_up,1.0,890.464035718,8.0,Foot_or_bicycle,Public_Sector,495.539457869,0.0,No
Yellows,6.0,-592.974382841,-32439.7102584,Education,-197.658127614,Yes,164.120295229,Yes,Female,After_16:00,0.0790580483153,0.00849237805232,1.74909223337,3.1265178835,0.512643745169,9.10265004262,8681.0,22.2565630218,541.920282762,2725.04351782,53350.7473033,Yes,26935.4713061,23.2791813164,386.536191365,63.8900925871,38881.0772841,100.0,30-45,2.0,660.815928866,14.0,Motorcycle_or_truck,Public_Sector,313.351289715,2.0,Yes
Greys,7.0,50.5052689718,7418.69747646,Foreign_Affairs,16.8350896573,No,440.668723927,Yes,Female,After_16:00,0.48920709989,0.763296282385,7.92761529563,7.26226714905,1.14220206859,6.03511229623,3746.0,82.0159687661,523.559444931,5453.80612913,59635.4813504,Maybe,194188.924247,22.8814213923,83.5755774133,15.9036641708,310.255333425,40.0,Below_30,3.0,738.299882595,8.0,Foot_or_bicycle,Public_Sector,446.05901953,0.0,No
Reds,4.0,408.836404176,70920.6339788,Other,136.278801392,No,520.408407283,No,Female,After_16:00,0.471028352855,0.656678675674,9.10395870451,0.985207667109,1.87838674057,6.39241284225,4275.0,17.3542251578,447.2729532,6098.62997923,55977.154174,Maybe,270824.910371,21.1488286484,56.9219129906,89.9923136458,18718.1905102,50.0,45_and_up,3.0,701.290302829,9.0,Motorcycle_or_truck,Public_Sector,493.407608442,0.0,Yes
Greys,5.0,889.472679396,155445.862865,Military,296.490893132,No,524.285455189,No,Female,After_16:00,0.6320959148,0.244622611441,8.10329183005,4.30231704609,2.25388554856,3.76814057585,5581.0,49.0001554368,439.96859569,6122.79174327,54307.1283387,Maybe,274875.238523,20.9754283792,86.0468847266,20.0835759751,88213.3406033,30.0,Below_30,,670.069584799,9.0,Motorcycle_or_truck,Student_or_Unemployed,443.338606318,4.0,No
Purples,10.0,659.99856221,68923.6068635,Social,219.999520737,No,313.289804599,Yes,Female,After_16:00,0.660525102867,0.240007880609,2.77211057721,1.00371815963,8.2985325763,0.849735741504,4291.0,51.6776762204,418.453307421,3969.80466083,51845.1566467,No,98150.5016656,20.4561312916,214.501789931,47.3998233676,48629.7886452,70.0,30-45,3.0,691.479682678,10.0,Motorcycle_or_truck,Public_Sector,567.085451078,0.0,Yes
Browns,7.0,374.107569411,38794.9205595,Environment,124.702523137,No,311.099724236,Yes,Female,By_16:00,0.341033855919,0.0721610668115,3.51560951443,2.9625683208,9.73171608755,5.73850580025,8644.0,,,3891.60337601,45712.5135914,No,96783.0384199,19.7560893606,240.250796666,87.0498627424,15685.4217998,90.0,30-45,1.0,582.37344851,9.0,Public_or_other,Hightech,399.981431889,1.0,No
Greens,7.0,343.908341624,33662.3405289,,114.636113875,No,293.645164609,Yes,Female,After_16:00,0.0599885976408,0.121704811696,3.31609779038,4.03248521965,0.104841180146,4.65283153811,4722.0,30.3128572181,535.75166996,4007.95498601,62918.6867544,No,86227.482698,23.1463100722,260.589471449,23.2041923096,13266.0747182,90.0,Below_30,3.0,839.075483755,12.0,Public_or_other,Industry_or_other,655.06892866,0.0,Yes
Browns,8.0,153.425450479,16120.7135008,Healthcare,51.1418168264,No,315.215893787,Yes,,By_16:00,0.998994332505,0.681446808856,4.94596691336,7.69103836501,7.11481493199,9.17638737243,9277.0,90.8039504895,370.499126467,3893.1571908,44301.3819135,No,99361.0596957,19.2483538638,245.034403624,47.3244166933,2676.62724513,80.0,30-45,6.0,567.205185846,8.0,Public_or_other,Hightech,404.468765295,1.0,No
Browns,4.0,202.985345841,19502.355733,Healthcare,,No,288.232960644,Yes,Female,By_16:00,0.132781891851,0.734937394038,3.26139347861,1.41405192437,6.56426580856,7.30622822652,9654.0,58.8814806659,373.82933007,3629.98826658,43736.8065941,No,83078.2396017,19.3346665363,270.638308102,36.672204989,4655.77851818,80.0,Below_30,0.0,559.410994378,7.0,Foot_or_bicycle,Hightech,388.2826025,2.0,Yes
Purples,3.0,195.630038353,23834.3929134,Education,65.2100127842,No,365.502043256,Yes,Male,By_16:00,0.20750829298,0.0144201563671,5.34202672308,0.974459298886,4.13736031624,1.63564861985,8867.0,93.8223773381,416.943947589,4488.90832774,51465.3750675,No,133591.743624,20.4192053613,159.012366941,5.05361494143,4327.5557801,100.0,45_and_up,1.0,670.415507699,16.0,Foot_or_bicycle,Industry_or_other,517.231501088,0.0,Yes
Purples,5.0,546.058951545,84571.8604888,,182.019650515,No,464.630386057,Yes,Female,By_16:00,0.56393881538,0.0827700700611,0.171465119347,3.91571637476,3.92401655205,7.72174316924,8854.0,29.9013662152,457.167404505,5560.63866958,56562.3354215,No,215881.395648,21.3814733941,61.1897065117,28.7081411574,33323.1728241,80.0,30-45,1.0,720.74471349,14.0,Car,Industry_or_other,525.662021659,0.0,Yes
Blues,2.0,1900.878802,141669.228681,Healthcare,633.626267334,Yes,223.584841704,Yes,Male,By_16:00,0.248398708645,0.16472619772,4.79350323323,6.15466172341,0.92572263442,4.88962273579,7334.0,52.6822409593,506.54861657,3248.94565018,49442.7550684,Yes,49990.1814399,22.5066349455,391.719615046,54.7526387265,402125.872922,80.0,Below_30,3.0,589.511444166,14.0,Motorcycle_or_truck,Hightech,222.518410165,0.0,Yes
