,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
6216,Reds,9.0,140.329705114,21679.1766556,Foreign_Affairs,46.7765683712,No,463.462314797,Yes,Male,By_16:00,0.609081058996,0.884056336246,4.76252205204,2.12302950444,7.9943880951,1.12055851845,7143.0,75.4108206369,388.257168298,5411.13748457,49786.392274,Maybe,214797.317237,19.7042423934,120.944735856,19.4998840569,2244.82391696,40.0,45_and_up,2.0,631.581149439,10.0,Public_or_other,Public_Sector,471.606932981,0.0,Yes
4848,Greys,10.0,198.293073714,31439.0615502,Foreign_Affairs,66.0976912378,No,475.645381274,,Female,By_16:00,0.103103148751,0.891554804286,8.36037680507,0.868401541375,1.15530816372,2.60277186753,3367.0,68.388034543,469.020243321,5694.49429938,54801.7986235,Maybe,226238.528728,21.6568751975,107.718727405,63.5534898611,4445.00247821,40.0,30-45,2.0,669.556837033,10.0,Car,Industry_or_other,399.748159834,1.0,No
4961,Yellows,6.0,-164.985883636,-14362.3567964,Environment,-54.9952945455,Yes,261.156102811,Yes,Female,After_16:00,0.978149703704,0.228900240501,6.94085548166,7.4218395073,6.6580713843,2.54454490496,7697.0,6.84315506369,315.717166803,3242.99536171,45449.0429286,Yes,68202.5100353,17.7684317485,353.812917461,7.78222086374,2979.4871276,90.0,45_and_up,1.0,652.696187285,11.0,Motorcycle_or_truck,Public_Sector,684.870253763,0.0,Yes
6015,Greens,1.0,481.368867801,46684.9360929,Environment,,No,290.95111389,Yes,Female,After_16:00,0.62256857031,0.24613297428,5.89551139623,1.8262776616,7.35973340925,9.29624876939,8087.0,53.2474719686,529.39778244,3968.30670378,,No,84652.5506737,23.0086458193,257.206228191,29.5196486171,25916.6770546,90.0,Below_30,1.0,829.019736277,12.0,Public_or_other,Student_or_Unemployed,646.933241385,1.0,No
8168,Reds,7.0,399.261534382,57077.4500301,Other,133.087178127,No,428.872644481,Yes,Female,After_16:00,0.539415944135,0.665057319216,0.649461550638,5.05876873154,0.104499685112,9.07004448585,4981.0,10.4785248172,429.397496717,5147.52143825,,Maybe,183931.745185,20.7219086166,103.255084809,97.3662451142,17855.28416,50.0,30-45,3.0,666.917236491,9.0,Motorcycle_or_truck,Hightech,,0.0,No
5828,Blues,5.0,2193.47756456,242044.085543,Financial,731.159188187,Yes,331.041569953,Yes,Female,By_16:00,0.804584865225,0.287776485551,6.99638225371,3.63143463386,7.84340942744,2.85294511588,3450.0,31.2616551993,41.7835434942,3393.98278652,21923.2779042,Yes,109588.521037,6.46401914402,492.442482629,1.77363629919,535334.917658,60.0,45_and_up,1.0,352.293862129,12.0,Public_or_other,Student_or_Unemployed,563.169031978,0.0,No
7680,Browns,3.0,150.624453278,18439.9391536,Environment,50.2081510927,No,367.26983074,Yes,Female,By_16:00,0.21068628435,0.399979494279,5.46117483871,1.81641465053,1.14448934328,4.98535649152,9524.0,37.480142084,411.666425542,4496.03115849,49127.0614565,No,134887.128572,20.2895644493,173.09178732,65.3005441418,2581.06658724,90.0,30-45,2.0,623.534598465,9.0,Car,Student_or_Unemployed,432.615664806,0.0,No
4552,Greens,1.0,81.2587698896,8713.64646109,Financial,27.0862566299,No,321.699915206,Yes,Male,By_16:00,0.239332860569,,8.75139152631,1.66095861932,6.33103394182,0.92580167111,3213.0,,530.81843102,4278.6360141,63489.6454462,No,103490.835444,23.0394971955,252.642227938,5.19039160572,770.75155485,60.0,45_and_up,2.0,848.064675223,12.0,Motorcycle_or_truck,Hightech,676.31619157,0.0,Yes
4290,Browns,9.0,233.997359963,40806.402496,Education,77.9991199878,No,523.164908815,No,Male,By_16:00,0.156906374265,0.423240259755,2.77192986105,2.55166435149,9.80855293805,4.16298598982,3860.0,76.2076925719,519.208270369,6270.06562888,61888.4603824,No,273701.521815,22.7861420686,30.148067772,,6171.86183886,100.0,Below_30,,768.690788628,10.0,Public_or_other,Industry_or_other,498.17370883,0.0,No
8394,Purples,5.0,894.67684345,130329.485919,Education,298.225614483,No,437.016404994,Yes,Male,By_16:00,0.44395713252,0.0320042946842,6.91936773015,4.53139370074,2.56302148569,6.60747897346,4526.0,24.8149404535,440.606326224,5251.37670239,54834.4449961,No,190983.338234,20.9906247221,91.1573863356,45.5555148888,89246.7427484,100.0,30-45,1.0,704.52255178,12.0,Foot_or_bicycle,Public_Sector,528.550435357,1.0,No
1584,Whites,9.0,188.135787398,34563.1622326,Social,62.7119291328,No,551.141747839,No,Male,After_16:00,0.169518637005,0.00120517588221,3.16275209887,7.40482922178,2.78888370143,3.99769378826,7812.0,42.0497500338,439.512813483,6390.44310535,55628.2133346,No,303757.226211,20.9645608941,81.1172261737,41.8353401357,4005.49798469,70.0,Below_30,1.0,691.931762194,8.0,Motorcycle_or_truck,Hightech,482.512110551,0.0,No
6834,Pinks,2.0,487.687400925,41677.2500206,Social,162.562466975,No,256.376830372,Yes,Male,After_16:00,0.882091514766,0.289927718462,5.76975455973,4.53042567475,7.77401697822,8.99999895366,4027.0,99.845126248,361.534206262,3286.83671625,42677.2915694,No,65729.0791518,19.0140528626,294.774680408,98.477807641,26599.1181359,70.0,30-45,4.0,555.282576328,8.0,Public_or_other,Industry_or_other,408.528215309,4.0,No
369,Greens,8.0,324.755506914,31662.2343076,Social,108.251835638,No,292.486812081,Yes,Female,After_16:00,0.314104798716,0.725818425883,9.1719353199,3.35484221112,0.405341600999,3.02829274908,7016.0,35.6720307842,517.269014968,3959.40615074,61982.2500954,No,85548.5352412,22.7435488649,274.91718731,4.6524040401,11836.7117546,70.0,Below_30,0.0,834.539774952,13.0,,Services_or_Retail,679.497960546,0.0,No
406,Greens,,357.337502308,,Social,,No,233.328315616,Yes,Female,After_16:00,0.473406287376,0.384911887581,7.36520348815,9.46121323388,8.05762629258,0.0423144130036,,58.4785825573,461.184429116,3255.6520144,55156.4757747,No,54442.1028683,21.4752049843,295.617065058,45.7628881326,14316.9003403,70.0,30-45,3.0,749.162732548,13.0,Public_or_other,Public_Sector,621.527829563,0.0,Yes
6684,Browns,8.0,339.719929565,36966.8691541,Environment,113.239976522,No,326.44716371,Yes,Male,After_16:00,0.752477780916,0.132442538626,5.14607321937,9.70559129259,3.61082896357,8.27771939803,8375.0,96.9905891456,359.890751434,3984.25313997,43223.5573759,No,106567.750695,18.9707867901,250.401045758,0.699945958331,12946.5322592,90.0,45_and_up,1.0,549.648468274,9.0,Car,Services_or_Retail,386.204151224,0.0,No
6859,Whites,2.0,428.757277507,45612.4717782,Healthcare,142.919092502,No,319.148904317,Yes,Female,After_16:00,0.802523437655,0.0138341968413,1.32265738444,3.43103019055,3.60473475652,5.35311304498,6931.0,74.8685488245,312.311650487,3816.11234415,42141.5231491,No,101856.023127,17.672341398,260.83511839,25.1186859095,20578.7860942,80.0,Below_30,4.0,568.018413625,9.0,Foot_or_bicycle,Public_Sector,510.046075509,3.0,Yes
5943,Purples,6.0,921.651396744,123100.990741,Healthcare,307.217132248,No,400.697024416,Yes,Female,By_16:00,,0.711833175272,4.07369275577,2.26770144189,5.84403635003,5.85304429289,9503.0,64.058563998,410.441233587,4827.85271133,49121.2793781,No,160558.105375,20.2593492883,160.125450829,24.6124634054,94699.583479,80.0,30-45,2.0,615.426188237,11.0,Car,Industry_or_other,411.918751134,0.0,No
6044,Reds,6.0,384.053992908,54690.9305291,Foreign_Affairs,128.017997636,No,427.212825844,Yes,Male,After_16:00,0.46799221402,0.729268359719,8.2592144981,9.85746204853,5.93413146678,6.15082813194,7877.0,42.4614042277,360.551905033,4993.23206851,46603.181766,Maybe,182510.798566,18.9882043657,163.241217829,71.8396495329,16526.6257164,40.0,Below_30,3.0,595.400851983,10.0,Foot_or_bicycle,Student_or_Unemployed,456.365709736,1.0,No
5767,Browns,9.0,361.592909694,59514.9625559,Environment,120.530969898,No,493.773198758,Yes,Female,By_16:00,0.853750297567,0.064303208841,7.79061197536,0.905944858678,9.0984999435,5.53729847306,4956.0,29.9414105481,425.128095404,5787.98817839,53197.5540245,No,243811.971812,20.6186346639,81.1728789976,10.6264660833,14658.2456744,90.0,45_and_up,1.0,666.62656255,8.0,Foot_or_bicycle,Student_or_Unemployed,469.267913622,1.0,No
1127,Browns,4.0,66.6010579214,7293.06948456,Social,22.2003526405,No,328.511425141,Yes,Female,By_16:00,0.0520269272383,0.692496361909,0.239192976151,3.73406756436,3.5774674383,0.902577149682,4392.0,88.4378724033,389.445393622,4064.00503866,46220.080713,No,107919.756448,19.7343708697,222.139472115,75.7271913579,525.056010002,70.0,30-45,5.0,589.433627118,7.0,Public_or_other,Industry_or_other,412.163260688,0.0,Yes
3795,Browns,7.0,217.668707197,23241.5317872,Environment,72.5562357324,No,320.324387733,Yes,Female,By_16:00,0.0572545079049,0.224584390409,7.2117890534,9.39990975428,2.39033511607,0.542285703123,7349.0,,401.709786274,4006.66344987,47509.4648025,No,102607.713376,20.0426990766,,12.078919122,5346.96357939,90.0,30-45,2.0,609.379231402,8.0,Foot_or_bicycle,Services_or_Retail,431.615969965,2.0,Yes
264,Greys,4.0,231.617352048,31784.5424569,Foreign_Affairs,77.205784016,No,411.686026662,Yes,Female,By_16:00,0.325189956697,0.332619815599,6.43640342634,6.12860345049,9.95618423447,5.4422791698,3456.0,44.1087474115,517.803071212,5152.46640905,57161.2656066,Maybe,169485.384549,22.7552866651,150.111464973,4.68879353721,6047.93886954,40.0,45_and_up,3.0,697.155659288,8.0,Foot_or_bicycle,Public_Sector,379.928585062,0.0,No
5140,Greens,7.0,866.895508791,90402.5563075,Education,288.965169597,No,312.849318254,Yes,Female,After_16:00,0.424019699451,0.955986148212,8.33016402088,6.56596704852,1.72478046967,9.23733314732,7487.0,31.964597106,535.261966555,4199.01711565,63301.520972,No,97874.6959319,23.1357292203,248.235161886,2.97081803437,83799.8344098,100.0,45_and_up,1.0,842.632119927,14.0,Motorcycle_or_truck,Services_or_Retail,659.222836406,0.0,Yes
4069,Browns,4.0,642.721287621,106021.513143,Environment,214.240429207,No,494.871642741,Yes,Male,After_16:00,0.0694742647465,0.674572407268,9.5722335903,6.37084762333,8.34577538073,7.23095253808,3758.0,82.4536851142,432.488736431,5813.69390027,53284.7647278,No,244897.942789,20.7963635386,86.2018966918,59.8584305495,46123.201936,90.0,30-45,,662.049807209,9.0,Motorcycle_or_truck,Hightech,446.645560293,0.0,No
620,Greens,,,39109.9295455,Social,134.266326042,No,291.286212251,Yes,Male,By_16:00,,0.99959547352,1.92352350568,3.79987856839,7.04971662024,6.02676298702,5332.0,59.7278987058,511.056278433,3934.97467937,61973.2261201,No,84847.6574473,22.6065538823,290.391576014,59.5288110198,18171.7126348,70.0,45_and_up,2.0,839.880537841,13.0,Car,Student_or_Unemployed,701.602532053,0.0,No
8815,Browns,4.0,613.763808034,58409.6837962,Education,204.587936011,No,285.499159603,Yes,Male,By_16:00,0.508415273856,0.498871639371,6.94405391812,0.978299325798,4.97302738484,4.15449649561,6696.0,59.5496041467,365.677558134,3586.3467123,42574.4353136,No,81509.770134,19.1226974597,285.386818047,89.928941126,42070.8114974,100.0,45_and_up,1.0,541.719391099,9.0,Motorcycle_or_truck,Industry_or_other,368.119345637,0.0,Yes
8715,Blues,7.0,1138.75619677,252085.968382,Environment,379.585398923,Yes,664.108706754,No,Male,After_16:00,0.461155409226,0.18622549437,6.29620463355,1.40871947398,5.18330332357,0.924183563329,9922.0,89.1128345625,99.3168172089,6839.72070196,22385.0550596,Yes,441040.374387,9.96578231796,565.051869077,80.0799887162,,90.0,Below_30,1.0,224.271259818,13.0,Public_or_other,Services_or_Retail,136.950507309,0.0,No
9356,Purples,1.0,118.324166644,16411.9020451,Education,39.4413888812,No,416.108623724,Yes,Male,By_16:00,0.297655990114,0.0233150408603,6.55393918511,6.3943450083,6.40452289023,7.89531061426,9738.0,1.5950297704,427.221574725,5015.52938669,50480.9999426,No,173146.386738,20.6693390007,148.594108546,72.4387362832,1605.06454576,100.0,Below_30,4.0,626.75000487,13.0,Foot_or_bicycle,Services_or_Retail,,2.0,No
3753,Browns,1.0,124.381150699,13393.9958148,Education,41.4603835663,No,323.055279828,Yes,Female,After_16:00,0.908298785333,0.451337579638,5.87946323678,2.62882433832,3.3629117161,7.92818625923,7499.0,10.3473679163,380.483873914,3991.52054611,44951.5137933,No,104364.713825,19.5059958452,239.190097321,3.83280597162,1770.42378903,100.0,30-45,0.0,570.846756312,9.0,Car,Hightech,392.211483612,0.0,Yes
4660,Browns,1.0,128.23565909,14124.4526702,Healthcare,42.7452196968,No,330.433502749,Yes,Female,After_16:00,0.278849944938,0.859041767893,2.17625444522,4.26245701732,4.80888116406,7.7609829884,4487.0,69.6407675976,399.076364203,4102.4877559,47335.3340196,No,109186.299739,19.9768957599,210.841144465,69.5642857114,1879.89902662,80.0,30-45,2.0,605.078498419,7.0,,Services_or_Retail,425.732840722,0.0,No
993,Purples,4.0,824.444414439,106012.493544,Education,274.814804813,No,385.759761438,Yes,Male,After_16:00,0.427194610704,0.501283728983,2.44520012755,8.20757009322,4.49940754799,4.97007275233,3260.0,71.1715366924,429.476009921,4716.54963422,52760.2890946,No,148810.593544,20.7238029792,135.087168957,1.31162875332,75807.9917492,100.0,Below_30,3.0,682.589001518,16.0,Public_or_other,Services_or_Retail,514.969232892,1.0,No
5839,Blues,10.0,2147.20833634,533820.173508,Financial,715.736112113,Yes,745.83378493,No,Female,After_16:00,0.347053285921,0.612709179521,6.86688875081,0.627769164275,8.42328136321,8.48437817534,5326.0,79.0836437605,84.2541456806,7626.84614066,27614.7785461,Yes,556268.034743,9.17900570218,503.908622898,90.478770528,513003.918294,60.0,45_and_up,1.0,328.570208472,8.0,Foot_or_bicycle,Student_or_Unemployed,356.316197733,1.0,Yes
4492,Browns,2.0,274.757498821,28264.9697429,Education,91.5858329403,No,,Yes,Male,After_16:00,0.418937538983,0.998216445791,7.87795257056,8.37977739284,4.71191664226,7.37682989566,6027.0,27.4410952348,386.727575635,3859.62785239,45007.7389833,No,95244.6194113,19.6653902996,251.007029755,55.7020355482,8489.5506283,100.0,45_and_up,2.0,570.721748139,9.0,Public_or_other,Public_Sector,383.610406112,1.0,Yes
963,Browns,4.0,475.953553579,83093.3330739,Social,158.651184526,No,523.748582918,No,Female,By_16:00,0.536803644383,0.796338954708,8.69302750565,8.46551369876,0.93634288758,2.58166758809,8625.0,42.6209526835,461.756699887,6160.99922895,56330.4343389,No,274312.578108,21.488524842,63.0043166573,25.0979909208,25338.8495362,70.0,30-45,0.0,695.91615859,7.0,Motorcycle_or_truck,Services_or_Retail,455.920540801,0.0,Yes
5498,Reds,9.0,795.390390472,124803.930881,Other,265.130130157,No,470.72707582,Yes,Female,After_16:00,0.73353631678,0.613521941472,,8.00909447717,4.96681832243,6.39530093176,6591.0,49.0916932235,437.300866986,5581.87249217,54289.4206698,Maybe,221583.97991,20.9117399321,69.7241350375,74.7807179578,70569.1160473,50.0,Below_30,1.0,686.360683999,11.0,Public_or_other,Services_or_Retail,491.434392259,3.0,No
6469,Blues,,1196.60394417,77403.4268614,Environment,398.86798139,Yes,194.057759642,Yes,Male,By_16:00,0.918935249792,0.272421417991,7.76306822198,4.30602499517,2.79964764137,4.47591420962,4992.0,15.8089149278,89.3840437937,2119.34568401,11737.009608,Yes,37658.4140772,9.45431350198,677.767646864,45.0101067778,159504.534559,90.0,30-45,1.0,127.836289087,11.0,Foot_or_bicycle,Student_or_Unemployed,55.9697474171,0.0,No
9847,Blues,6.0,1507.76287978,327709.368863,Environment,502.587626594,Yes,652.044243675,No,Female,By_16:00,0.244385845959,0.750559355598,3.60803009942,0.752462667879,2.17890229775,2.29941816302,,0.352612044662,397.722620241,7315.88767723,46656.7022713,Yes,425161.695709,19.9429842361,383.401258627,52.0614490611,253106.910032,90.0,45_and_up,1.0,504.766532793,14.0,Public_or_other,Industry_or_other,163.223500416,0.0,No
3665,Blues,8.0,2112.16240498,210090.437017,Environment,704.054134992,Yes,298.400970288,Yes,Male,After_16:00,0.334180042148,0.879336282611,3.54908976005,7.84288339084,9.61594182532,1.10564423492,8754.0,40.5759197194,585.863805358,,66274.9517937,Yes,89043.139069,24.2046236359,251.370056592,71.0282809101,496406.279135,90.0,30-45,1.0,868.705149464,15.0,Foot_or_bicycle,Student_or_Unemployed,623.175255225,0.0,No
112,Purples,10.0,177.052230438,27276.9901873,Healthcare,59.0174101458,No,462.185482552,Yes,Male,After_16:00,0.0418392939027,0.293262505904,1.76025326829,3.24374972843,3.3912542183,7.61353131384,4926.0,33.5867556976,390.95853609,5403.77189771,50602.5530058,No,213615.420282,19.7726714455,115.420225897,31.7999487277,3552.07211047,80.0,30-45,1.0,647.401163676,14.0,Car,Student_or_Unemployed,498.639865879,1.0,No
8771,Blues,4.0,1150.65018178,152116.33696,Social,383.550060593,Yes,396.60099838,Yes,Female,By_16:00,0.714252624195,0.0111711379141,3.43113085488,0.202451897785,,8.24155503884,9123.0,2.12890899274,85.3958845789,4136.80175296,18441.6051237,Yes,157292.351916,9.2409893723,515.499254348,73.0363501702,147504.199041,70.0,30-45,2.0,222.336339109,13.0,Foot_or_bicycle,Industry_or_other,211.6398863,,No
3761,Pinks,10.0,294.273293929,30620.3189464,Financial,98.0910979763,No,312.162057293,Yes,Female,After_16:00,0.200975335669,0.162380015478,2.01417587232,9.86949343234,7.0559957996,8.08418669971,3235.0,64.7861751029,337.857688312,3797.33594956,44556.6409589,No,97445.1500136,18.3809055357,,6.80970351677,9729.95460017,60.0,30-45,1.0,600.967927818,5.0,Car,Hightech,531.359605215,0.0,No
483,Purples,10.0,94.5085857329,13035.2345396,Financial,31.502861911,No,413.779375868,Yes,Female,By_16:00,0.174091050867,0.93489367771,4.24801259069,9.51520194998,6.68955672765,6.04027498048,4983.0,48.3078307938,395.05426198,4927.90228264,50119.5709028,No,171213.371894,19.8759719757,135.824474126,37.6810467802,1033.93317049,60.0,Below_30,3.0,646.513307166,12.0,Foot_or_bicycle,Industry_or_other,499.173067595,0.0,Yes
9024,Blues,8.0,1381.48100404,36456.7870049,Education,460.493668015,Yes,79.1689213928,,Male,By_16:00,0.651041541947,0.681624134537,0.352418804541,7.53154858015,7.99468090758,2.66056568827,3144.0,27.1130498033,363.375126395,1518.43946672,32662.6271758,Yes,6267.7181145,19.062400856,598.015758876,21.9195564976,212524.91195,100.0,Below_30,1.0,383.796797209,13.0,Motorcycle_or_truck,Student_or_Unemployed,97.6845826287,1.0,No
4546,Pinks,9.0,291.110852021,72102.6340865,Healthcare,97.0369506736,,743.043073653,No,Male,After_16:00,0.998976692092,0.118978237035,5.0651352969,6.66130584897,0.339096507523,4.51352431905,9665.0,30.4640346905,678.943444082,8788.3176247,79828.713784,No,552113.009304,26.0565432105,307.731300874,44.9332759017,9523.2067467,80.0,Below_30,1.0,965.386146286,9.0,Car,Industry_or_other,560.065478492,2.0,Yes
3950,Pinks,2.0,123.56528898,13623.513148,Healthcare,41.1884296599,No,330.760683534,Yes,Female,After_16:00,0.489069837378,0.46974556311,3.64267919213,3.07784649543,9.84585987637,7.2467833804,4531.0,47.5131916581,333.43215081,3974.47113696,43940.914126,No,109402.629772,18.260124611,237.540886579,39.5247519249,1747.67516751,80.0,Below_30,2.0,586.282622367,9.0,Car,Public_Sector,506.235236568,0.0,No
8968,Greens,1.0,409.684211167,37524.2281783,Education,136.561403722,No,274.779162746,Yes,Female,By_16:00,0.986728127813,0.37410054286,4.914847326,0.52134902915,4.32797098299,9.15118402336,5326.0,72.1446239622,497.357399188,3742.50642584,58339.779848,No,75503.5882795,22.3015111414,247.868188312,12.1288902359,18795.5783903,100.0,Below_30,3.0,776.837448289,12.0,Foot_or_bicycle,Student_or_Unemployed,603.475745489,0.0,No
7488,Browns,3.0,294.096910387,31036.5306877,Environment,98.0323034624,No,316.59493444,Yes,Female,After_16:00,0.168213161407,0.574096248718,7.64643159462,3.079702619,2.89289987879,5.58589598862,9712.0,52.40452711,394.221217604,3954.39177961,46142.7588999,No,100232.352513,19.8550048503,233.726378329,34.0968775097,9718.3648256,90.0,45_and_up,3.0,586.957450289,9.0,Motorcycle_or_truck,Public_Sector,400.997722002,0.0,No
1906,Greens,1.0,426.049588686,41538.9664935,Healthcare,142.016529562,No,,Yes,Female,After_16:00,0.743700059596,0.530115581816,7.64931321843,4.01057172567,1.5662196721,3.49705748959,6086.0,47.5178701337,,3960.57573264,61028.9035746,No,85552.6728766,22.7556243672,248.813508695,19.8965202086,20320.7111984,80.0,45_and_up,1.0,813.351904368,12.0,Public_or_other,Services_or_Retail,636.131839081,2.0,No
7662,Pinks,9.0,366.137256624,,Education,122.045752208,No,696.786867566,No,Male,By_16:00,0.766099914908,0.883768444182,0.543411988765,3.2019474078,8.50301672472,1.84641678352,3087.0,20.0521092629,657.551751045,8282.97217775,76013.7081916,No,485511.938812,25.6427719064,252.101992825,52.9970491771,15027.2113842,100.0,Below_30,1.0,912.870727032,9.0,Car,Hightech,502.790928669,2.0,No
6030,Greens,6.0,81.7505720887,7423.78544898,Social,27.2501906962,No,272.430587064,Yes,Female,After_16:00,0.937079061754,0.784035544377,1.89613080118,6.53011763468,8.86520097964,2.00710813748,4156.0,30.868210434,503.887604656,3732.08107995,59840.7388995,No,74218.4247682,22.4474409378,271.357838292,29.5107719488,779.823083676,70.0,45_and_up,0.0,804.620393048,11.0,Foot_or_bicycle,Industry_or_other,647.756980303,0.0,Yes
9488,Purples,5.0,600.240564697,78184.7549407,Healthcare,200.080188232,No,390.767100088,Yes,Female,By_16:00,0.592917298665,0.0592232742347,4.81158687966,0.325429793447,5.17161933007,0.0525061972439,5324.0,32.584907976,431.453058015,,54340.6288272,No,152698.926511,20.7714481444,148.237633859,35.377306561,40242.1619114,80.0,30-45,1.0,713.935407537,12.0,Foot_or_bicycle,Services_or_Retail,573.101890628,1.0,No
2145,Browns,1.0,1003.93328102,164641.346979,Education,334.644427005,No,491.988910295,Yes,Female,After_16:00,0.605785229709,0.914583052276,6.75860820338,3.76623272896,8.23202925501,,7633.0,14.6542030154,454.045182412,5827.97946778,55963.3301022,No,242053.087854,21.3083359841,47.6545356542,5.90843076352,112331.536953,100.0,45_and_up,2.0,702.96790377,10.0,Motorcycle_or_truck,Student_or_Unemployed,490.256697139,0.0,No
8495,Browns,1.0,863.026696745,89829.1325291,Education,287.675565582,No,312.258471961,Yes,Female,By_16:00,0.435564819956,0.868457232835,4.31321196025,8.67522883927,9.82882253826,3.75304838642,5695.0,17.0237548649,377.905571043,3878.3958617,45004.6599612,No,97505.3533117,19.4397934928,240.814062903,7.44271019939,83054.9065983,100.0,Below_30,1.0,577.076084057,9.0,Foot_or_bicycle,Industry_or_other,411.470445843,2.0,Yes
3413,Greens,8.0,975.348025192,96932.8123947,Healthcare,325.116008397,No,298.148383626,Yes,Female,After_16:00,0.661222122377,0.0719127315097,6.45621918375,9.41217509564,5.92369277962,8.29323442653,7540.0,46.6420082841,523.879381479,4029.24259922,62685.6466713,No,88892.4586591,22.8884115106,273.4371609,65.600975859,106035.534925,80.0,30-45,0.0,842.757882375,11.0,Public_or_other,Industry_or_other,682.903201363,0.0,No
7162,Purples,3.0,152.515907776,20774.4723137,Financial,50.8386359255,No,408.635517761,Yes,Female,By_16:00,0.143697985681,0.609008405823,2.78982281219,2.37473987509,9.510098889,6.25450316584,8195.0,89.2118733376,354.247046342,4794.84927029,44830.0460729,No,,18.8214517597,191.905294064,25.8957820479,2645.40553869,60.0,45_and_up,3.0,567.15281878,10.0,Foot_or_bicycle,Hightech,414.933850592,0.0,Yes
2488,Greys,2.0,267.913634723,42244.259969,Military,,No,473.035946969,Yes,Female,By_16:00,0.667696165387,0.879837005632,0.914468809497,7.08214141428,9.99208304333,2.83541016281,6321.0,42.7106638206,468.981527104,5668.3225239,54062.8183208,Maybe,223763.007125,21.655981324,136.64551826,67.2772318125,8074.60628605,30.0,30-45,1.0,654.227948525,7.0,Public_or_other,Public_Sector,369.68195887,0.0,Yes
6589,Greens,5.0,552.419628222,47624.4641631,Healthcare,184.139876074,No,258.631998557,Yes,Male,After_16:00,0.435722485417,0.440640521701,6.96342973039,2.39130463451,4.69801517203,5.84826419596,4971.0,44.5342388004,495.576023393,3577.47203236,58196.6429671,No,66890.5106777,22.2615368605,267.565696327,75.2170770196,34101.6338367,80.0,30-45,4.0,779.573297435,14.0,Foot_or_bicycle,Public_Sector,615.383353052,0.0,No
3096,Browns,3.0,734.368306473,117119.732512,Healthcare,244.789435491,No,478.450927743,Yes,Male,By_16:00,0.425356129184,0.913926859852,2.40391176892,0.651824476663,0.464125799481,1.59774941625,7443.0,92.0011313632,456.949822688,5698.4089228,55975.2556822,No,228915.290258,21.3763846964,49.0364332149,79.7218041029,60176.6571635,80.0,,3.0,704.439152661,7.0,Motorcycle_or_truck,Student_or_Unemployed,490.678438937,0.0,No
4884,Reds,4.0,236.484959114,37212.8820866,Other,78.8283197047,No,472.075038845,Yes,Female,After_16:00,0.496721818112,0.489483586513,1.57126095612,2.58563903393,6.26795476303,1.9359458331,3976.0,34.0713622747,400.775669064,5522.30172658,51017.5469972,Maybe,222854.8423,20.0193823347,106.014054268,80.4496933008,6302.73230716,50.0,45_and_up,3.0,645.519036732,11.0,Foot_or_bicycle,Industry_or_other,475.22686138,0.0,Yes
9357,Greens,2.0,549.581428214,45725.5843026,Healthcare,183.193809405,No,249.602235202,Yes,Male,After_16:00,0.018974138191,0.232981627574,8.93546252744,3.02108577685,2.55001859041,4.54158056295,3739.0,58.7897858117,494.27919788,3484.58074778,58041.9668422,No,62301.2758179,22.2323907369,277.658341609,25.1121988287,33753.1656135,80.0,Below_30,,,11.0,Foot_or_bicycle,Student_or_Unemployed,619.843174493,2.0,Yes
9342,Browns,1.0,469.636544025,58769.8116842,Healthcare,,No,375.416771322,Yes,Male,By_16:00,0.550470078364,0.926064047264,5.96076758578,,4.92632930633,2.99242541892,5435.0,14.7954664659,377.45553272,4509.07877866,45390.4926985,No,140937.75219,19.4282148619,210.230774666,61.7686021142,24673.0436795,80.0,30-45,,568.816112415,8.0,Motorcycle_or_truck,Student_or_Unemployed,383.128911668,0.0,Yes
3145,Browns,5.0,462.060851149,71912.6063052,Environment,154.020283716,No,466.90347901,Yes,Female,After_16:00,0.320833985461,0.0371331663337,,2.28351393715,6.92816227209,7.25167098222,9520.0,49.717309908,435.592396582,5540.21958326,53281.3719993,No,217998.858711,20.8708504039,84.5391884703,83.6219267221,23886.2680798,90.0,Below_30,6.0,666.910920685,8.0,Motorcycle_or_truck,Services_or_Retail,456.37483172,0.0,Yes
4163,Browns,,979.187884265,93947.3936051,Education,326.395961422,No,287.832585905,Yes,Female,After_16:00,,0.257114081876,8.92621841282,9.87740260083,4.27818670869,8.68969240226,8606.0,28.393632127,349.015701065,3576.35726118,41054.5257996,No,82847.5975089,18.6819619169,296.479045743,8.61740028486,106870.719594,100.0,45_and_up,1.0,522.030340724,9.0,Car,Industry_or_other,358.265902351,0.0,No
